id,name,text,trans
0000000000000,月花,――ついにこの日が来たな、燕。,――终于到了这一天啊，燕。
0000000000000,燕,……なんだ、月花。\n私は今、集中しているのだ。,……干什么，月花。\n别打扰我集中精神。
0000000000000,月花,ふっ、そう言うな。\n雛鳥たちの戦いは見ないのか？,哼，真无趣啊。\n不去看看那群雏鸟们的战斗吗？
0000000000000,燕,他者のことを考えている余裕など、\n今の私にはない。,我现在……\n可没有分心去管其他人的余力。
0000000000000,月花,どうやら私に勝つことの難しさを、\n正確に認識しているようだな。,看来你很清楚，\n想要赢我是一件多么绝望的事啊。
0000000000000,燕,当然だろう。\n実績が違いすぎる。,那是当然。\n毕竟成绩摆在那里。
0000000000000,燕,一騎打ちを見に来る観客は、\nほぼ確実に貴様が勝つと思っている。,来看这场对决的观众，\n几乎都认为你会赢。
0000000000000,月花,戦う前から言い訳か？,还没开打就先找借口？
0000000000000,燕,私の現在地の話だ。\n貴様という壁は、確かに高い。,我只是在陈述客观事实。\n你这堵高墙，确实难以逾越。
0000000000000,燕,だが、それだけだ。\n今日ここで、私は貴様を超える。,——但也仅止于此。\n今天、在这里，我将超越你。
0000000000000,燕,――そして、貴様に教えてやる。\n本当のアイドルというものを、な。,――然后，我会让你知道。\n到底什么才是真正的偶像。
0000000000000,月花,ほう？\nお前がそれを知っているのか？,嚯？\n难不成你知道？
0000000000000,燕,アイドルとは、そのパフォーマンスで\n人を救う者を指す。,所谓偶像，\n是能用表演拯救他人的人。
0000000000000,燕,自分の妹すら救えない者を、\n私はトップアイドルと認めない。,连自己妹妹都拯救不了的家伙，\n我绝不承认她是顶级偶像。
0000000000000,月花,興味深い意見だが……\n愚妹に何の関係がある？,有趣的观点……\n但这跟我那个蠢妹妹有什么关系？
0000000000000,月花,私のパフォーマンスは、\nファンを楽しませるためにある。,我的表演，\n是为了取悦粉丝而存在的。
0000000000000,月花,ファンとは、私という存在に焦がれ、\n私なしでは生きられない者のことだ。,所谓粉丝，是指那些渴求着我、\n缺了我便活不下去的人。
0000000000000,月花,ファンでもなければ、アイドルとしても\n失格の愚妹に、興味はない。,对于那种既非粉丝，又没资格做偶像的\n半吊子妹妹，我没兴趣。
0000000000000,燕,最も身近な存在をファンにできない、\n貴様というアイドルの底が知れるな。,连身边最亲近的人都无法俘获，\n可见你作为偶像的器量，也不过如此。
0000000000000,月花,くくっ、言うじゃないか。,呵呵，嘴巴还挺厉害。
0000000000000,月花,もしお前が私に勝ったら、\nお前の言葉を検討してやってもいい。,如果你能赢我，\n我倒是不介意听听你的高论。
0000000000000,月花,それは、お前が語るアイドル像が、\n私のそれよりも強いことを意味する。,那就证明你口中的偶像理念，\n胜过了我的信条。
0000000000000,燕,いいだろう――白草月花。\nその不敵な面を足蹴にしてやる。,求之不得——白草月花。\n我会把你那张嚣张的脸狠狠踩在脚下。
0000000000000,月花,来い――雨夜燕。\nこの私を、超えてみせろ。,放马过来吧――雨夜燕。\n试着超越我看看啊。
0000000000000,{user},雨夜さん。\nそろそろ本番です。,雨夜同学。\n差不多该上场了。
0000000000000,{user},『N.I.A』の締めくくりにして、\n『極月vs初星』を決定づける一戦です。,这是『N.I.A』的压轴戏，\n也是决定『极月vs初星』最终胜负的一战。
0000000000000,{user},調子はどうですか？,状态怎么样？
0000000000000,燕,……………………,……………………
0000000000000,{user},雨夜さん？,雨夜同学？
0000000000000,燕,ああ……すまん、プロデューサー。\n少し考え事をしていた。,啊……抱歉，制作人。\n稍微想了点事情。
0000000000000,{user},……先ほど、白草月花さんと\n会話していましたね。,……刚才，你和白草月花同学\n聊过了吧。
0000000000000,燕,聞いていたのか。\nならば、貴様はどう思う？,你都听到了吗。\n既然如此，你怎么想？
0000000000000,{user},雨夜さんにとってのアイドルは、\nヒーローのような存在なのでしょう。,对雨夜同学来说，所谓偶像，\n应该就像英雄一样的存在吧。
0000000000000,{user},ですが、アイドルとしての在り方は、\n人それぞれです。,不过，偶像的形式，\n本来就是因人而异的。
0000000000000,燕,……そうだな。\nそうなのかもしれないな。,……是啊。\n或许确实如此。
0000000000000,燕,やつらを変えようとしている私は、\n間違っているのかもしれん。,企图改变那群家伙的我，\n或许才是错的。
0000000000000,燕,それでも、やることは変わらんがな。,尽管如此，我要做的事还是不会变。
0000000000000,{user},間違ってなんかいませんよ。\nあなたの望みを叶える方法はある。,你没有错。\n确实有一个方法，能实现你的愿望。
0000000000000,燕,……ほう？\nでは、その方法を教えてくれ。,……哦？\n那就把那个方法告诉我。
0000000000000,{user},自分のアイドル像を押し付けたいなら、\nやることは決まっている。,若想贯彻你的偶像之道，\n那答案早就注定了。
select,,魅せつけましょう,去让她们好好见识一下
0000000000000,{user},鮮烈に。強烈に。衝撃的に。圧倒的に。\n決して、忘れることのないように。,绚烂地。强势地。震撼地。压倒一切地。\n给她们带去无法磨灭的记忆。
0000000000000,燕,フッ……クックック……\nなんとも貴様らしい言葉だ。,哼……哼哼哼……\n还真是像你会说的话。
0000000000000,{user},今のあなたなら、それができる。,现在的你一定能做到。
0000000000000,{user},あなたのライブには、\n――人を変える力がある。,你的舞台，\n――拥有改变他人的力量。
0000000000000,燕,……不思議だな。,……真不可思议。
0000000000000,燕,貴様の言葉を聞くと、迷いが消える。,听你这么一说，我就不再迷茫了。
0000000000000,燕,この会場にいる大半は、私が勝つなんて\n思ってもいないだろうが――,在场的大多数人，\n恐怕都认为我毫无胜算吧——
0000000000000,燕,――貴様は、どうだ？,――你呢，你怎么想？
0000000000000,{user},信じています。\nあなたの勝利を。,我相信。\n相信胜利属于你。
0000000000000,燕,相変わらず、バカなやつだ。,哼，还是老样子，无可救药的笨蛋。
0000000000000,燕,では、仕方ないから、証明してやろう。\nバカな貴様の担当アイドルが――,既然如此，我就证明给你看。\n证明你这个笨蛋一手带出来的偶像——
0000000000000,燕,――誰もが焦がれる、\n本物のアイドルであることを！,――才是能让人人都神魂颠倒的，\n真正的偶像！
info,adv_dear_atbm_018.txt,,
译者,病毒,,
